# l    time     Eanu     N     Eamu     Nmu     Enu     Emu
 8600  0.68996E+03    0.317349E+52    0.211889E+52    0.565236E+51    0.346354E+51    0.339904E+52    0.578561E+51    0.915790E+01
 8650  0.27400E+03    0.531576E+52    0.330643E+52    0.978573E+51    0.559821E+51    0.571725E+52    0.100218E+52    0.928880E+01
 8680  0.16456E+03    0.728376E+52    0.432982E+52    0.136620E+52    0.748204E+51    0.785140E+52    0.139946E+52    0.936760E+01
 8700  0.12126E+03    0.893059E+52    0.515300E+52    0.169432E+52    0.901695E+51    0.963946E+52    0.173582E+52    0.942020E+01
 8750  0.92843E+02    0.110256E+53    0.616475E+52    0.211503E+52    0.109244E+52    0.119090E+53    0.216674E+52    0.947100E+01
 8780  0.79273E+02    0.123122E+53    0.677419E+52    0.237484E+52    0.120790E+52    0.133060E+53    0.243298E+52    0.950050E+01
 8800  0.70936E+02    0.132528E+53    0.721566E+52    0.256518E+52    0.129170E+52    0.143272E+53    0.262803E+52    0.952020E+01
 8850  0.53443E+02    0.158565E+53    0.840149E+52    0.309606E+52    0.151877E+52    0.171583E+53    0.317239E+52    0.956980E+01
 8900  0.39850E+02    0.188656E+53    0.974089E+52    0.371260E+52    0.177661E+52    0.204311E+53    0.380439E+52    0.961890E+01
 8950  0.29543E+02    0.224374E+53    0.112792E+53    0.445017E+52    0.207540E+52    0.243233E+53    0.456064E+52    0.966830E+01
 9000  0.22517E+02    0.268457E+53    0.131132E+53    0.536748E+52    0.243517E+52    0.291317E+53    0.550134E+52    0.971710E+01
 9050  0.17299E+02    0.317334E+53    0.150815E+53    0.639148E+52    0.282400E+52    0.344768E+53    0.655222E+52    0.976590E+01
 9100  0.13148E+02    0.373500E+53    0.172866E+53    0.757378E+52    0.326187E+52    0.406264E+53    0.776560E+52    0.981460E+01
 9150  0.99436E+01    0.439160E+53    0.198033E+53    0.896092E+52    0.376368E+52    0.478150E+53    0.918949E+52    0.986340E+01
 9200  0.75993E+01    0.514530E+53    0.225974E+53    0.105624E+53    0.432475E+52    0.560741E+53    0.108337E+53    0.991200E+01
 9250  0.57876E+01    0.602354E+53    0.257668E+53    0.124360E+53    0.496423E+52    0.657034E+53    0.127568E+53    0.996060E+01
 9300  0.43845E+01    0.699965E+53    0.291950E+53    0.145268E+53    0.565918E+52    0.764089E+53    0.149035E+53    0.100090E+02
 9350  0.32947E+01    0.810367E+53    0.329799E+53    0.168988E+53    0.642930E+52    0.885176E+53    0.173393E+53    0.100580E+02
 9400  0.24464E+01    0.932558E+53    0.370663E+53    0.195321E+53    0.726403E+52    0.101918E+54    0.200421E+53    0.101070E+02
 9450  0.17928E+01    0.106746E+54    0.414623E+53    0.224496E+53    0.816577E+52    0.116720E+54    0.230365E+53    0.101550E+02
 9500  0.12888E+01    0.121397E+54    0.461109E+53    0.256289E+53    0.912299E+52    0.132807E+54    0.262995E+53    0.102040E+02
 9550  0.89942E+00    0.136949E+54    0.508785E+53    0.290189E+53    0.101115E+53    0.149909E+54    0.297807E+53    0.102530E+02
 9600  0.59979E+00    0.153836E+54    0.559917E+53    0.327027E+53    0.111714E+53    0.168456E+54    0.335602E+53    0.103020E+02
